_id,WeekEnding,HB,HBQF,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
490,20200216,S08000031,"",5,All,d,618,546.5,13.1
491,20200216,S08000032,"",1,All,d,565,591.5,-4.5
492,20200216,S08000032,"",2,All,d,444,501.5,-11.5
493,20200216,S08000032,"",3,All,d,285,293,-2.7
494,20200216,S08000032,"",4,All,d,203,201.5,0.7
495,20200216,S08000032,"",5,All,d,141,176.5,-20.1
496,20200216,S92000003,d,1,All,d,3907,4207,-7.1
497,20200216,S92000003,d,2,All,d,3373,3512,-4
498,20200216,S92000003,d,3,All,d,2935,3031,-3.2
499,20200216,S92000003,d,4,All,d,2673,2625,1.8
500,20200216,S92000003,d,5,All,d,2201,2192,0.4
501,20200216,NA,NA,1,All,d,57,62.5,-8.8
502,20200216,NA,NA,2,All,d,39,46.5,-16.1
503,20200216,NA,NA,3,All,d,39,40.5,-3.7
504,20200216,NA,NA,4,All,d,32,40.5,-21
505,20200216,NA,NA,5,All,d,27,35,-22.9
506,20200223,S08000015,"",1,All,d,424,437.5,-3.1
507,20200223,S08000015,"",2,All,d,252,281.5,-10.5
508,20200223,S08000015,"",3,All,d,160,197.5,-19
509,20200223,S08000015,"",4,All,d,117,145.5,-19.6
510,20200223,S08000015,"",5,All,d,115,104.5,10
511,20200223,S08000016,"",1,All,d,18,18.5,-2.7
512,20200223,S08000016,"",2,All,d,46,55.5,-17.1
513,20200223,S08000016,"",3,All,d,95,99,-4
514,20200223,S08000016,"",4,All,d,69,61.5,12.2
515,20200223,S08000016,"",5,All,d,15,17.5,-14.3
516,20200223,S08000017,"",1,All,d,38,47.5,-20
517,20200223,S08000017,"",2,All,d,122,128,-4.7
518,20200223,S08000017,"",3,All,d,160,175,-8.6
519,20200223,S08000017,"",4,All,d,78,55,41.8
520,20200223,S08000017,"",5,All,d,23,29.5,-22
521,20200223,S08000019,"",1,All,d,147,239.5,-38.6
522,20200223,S08000019,"",2,All,d,185,265,-30.2
523,20200223,S08000019,"",3,All,d,180,206,-12.6
524,20200223,S08000019,"",4,All,d,124,189.5,-34.6
525,20200223,S08000019,"",5,All,d,108,119,-9.2
526,20200223,S08000020,"",1,All,d,101,112,-9.8
527,20200223,S08000020,"",2,All,d,235,269,-12.6
528,20200223,S08000020,"",3,All,d,304,298,2
529,20200223,S08000020,"",4,All,d,374,358.5,4.3
530,20200223,S08000020,"",5,All,d,321,296.5,8.3
531,20200223,S08000022,"",1,All,d,89,89.5,-0.6
532,20200223,S08000022,"",2,All,d,185,169.5,9.1
533,20200223,S08000022,"",3,All,d,268,283,-5.3
534,20200223,S08000022,"",4,All,d,183,195,-6.2
535,20200223,S08000022,"",5,All,d,47,44.5,5.6
536,20200223,S08000024,"",1,All,d,361,348,3.7
537,20200223,S08000024,"",2,All,d,616,560,10
538,20200223,S08000024,"",3,All,d,403,379,6.3
539,20200223,S08000024,"",4,All,d,431,351.5,22.6
540,20200223,S08000024,"",5,All,d,529,501.5,5.5
541,20200223,S08000025,"",2,All,d,10,9,11.1
542,20200223,S08000025,"",3,All,d,8,8,0
543,20200223,S08000025,"",4,All,d,28,19,47.4
544,20200223,S08000026,"",3,All,d,14,13,7.7
545,20200223,S08000026,"",4,All,d,17,18,-5.6
546,20200223,S08000028,"",2,All,d,18,16.5,9.1
547,20200223,S08000028,"",3,All,d,67,72,-6.9
548,20200223,S08000029,"",1,All,d,255,265.5,-4
549,20200223,S08000029,"",2,All,d,254,250.5,1.4
550,20200223,S08000029,"",3,All,d,178,179,-0.6
551,20200223,S08000029,"",4,All,d,151,155.5,-2.9
552,20200223,S08000029,"",5,All,d,130,128,1.6
553,20200223,S08000030,"",1,All,d,257,265.5,-3.2
554,20200223,S08000030,"",2,All,d,248,255.5,-2.9
555,20200223,S08000030,"",3,All,d,264,220,20
556,20200223,S08000030,"",4,All,d,316,290.5,8.8
557,20200223,S08000030,"",5,All,d,206,213,-3.3
558,20200223,S08000031,"",1,All,d,1667,1668.5,-0.1
559,20200223,S08000031,"",2,All,d,880,837.5,5.1
560,20200223,S08000031,"",3,All,d,604,595,1.5
561,20200223,S08000031,"",4,All,d,521,520,0.2
562,20200223,S08000031,"",5,All,d,541,592.5,-8.7
563,20200223,S08000032,"",1,All,d,561,650,-13.7
564,20200223,S08000032,"",2,All,d,464,503,-7.8
565,20200223,S08000032,"",3,All,d,288,293,-1.7
566,20200223,S08000032,"",4,All,d,225,238.5,-5.7
567,20200223,S08000032,"",5,All,d,161,158,1.9
568,20200223,S92000003,d,1,All,d,3972,4200,-5.4
569,20200223,S92000003,d,2,All,d,3567,3650.5,-2.3
570,20200223,S92000003,d,3,All,d,3027,3062.5,-1.2
571,20200223,S92000003,d,4,All,d,2674,2647.5,1
572,20200223,S92000003,d,5,All,d,2229,2249,-0.9
573,20200223,NA,NA,1,All,d,53,58,-8.6
574,20200223,NA,NA,2,All,d,48,46,4.3
575,20200223,NA,NA,3,All,d,34,45,-24.4
576,20200223,NA,NA,4,All,d,40,48.5,-17.5
577,20200223,NA,NA,5,All,d,33,44.5,-25.8
578,20200301,S08000015,"",1,All,d,398,456,-12.7
579,20200301,S08000015,"",2,All,d,276,286.5,-3.7
580,20200301,S08000015,"",3,All,d,168,178.5,-5.9
581,20200301,S08000015,"",4,All,d,116,132,-12.1
582,20200301,S08000015,"",5,All,d,124,109.5,13.2
583,20200301,S08000016,"",1,All,d,20,20.5,-2.4
584,20200301,S08000016,"",2,All,d,57,48,18.8
585,20200301,S08000016,"",3,All,d,105,95,10.5
586,20200301,S08000016,"",4,All,d,57,56,1.8
587,20200301,S08000016,"",5,All,d,22,14,57.1
588,20200301,S08000017,"",1,All,d,38,50,-24
589,20200301,S08000017,"",2,All,d,135,112,20.5
590,20200301,S08000017,"",3,All,d,163,153,6.5
591,20200301,S08000017,"",4,All,d,57,63,-9.5
592,20200301,S08000017,"",5,All,d,32,27,18.5
593,20200301,S08000019,"",1,All,d,177,217,-18.4
594,20200301,S08000019,"",2,All,d,206,221.5,-7
595,20200301,S08000019,"",3,All,d,155,202.5,-23.5
596,20200301,S08000019,"",4,All,d,134,163.5,-18
597,20200301,S08000019,"",5,All,d,110,121.5,-9.5
598,20200301,S08000020,"",1,All,d,114,101,12.9
599,20200301,S08000020,"",2,All,d,248,261.5,-5.2
600,20200301,S08000020,"",3,All,d,275,284,-3.2
601,20200301,S08000020,"",4,All,d,386,368,4.9
602,20200301,S08000020,"",5,All,d,296,293.5,0.9
603,20200301,S08000022,"",1,All,d,92,96,-4.2
604,20200301,S08000022,"",2,All,d,184,166.5,10.5
605,20200301,S08000022,"",3,All,d,269,287.5,-6.4
606,20200301,S08000022,"",4,All,d,192,187,2.7
607,20200301,S08000022,"",5,All,d,39,47,-17
608,20200301,S08000024,"",1,All,d,375,338.5,10.8
609,20200301,S08000024,"",2,All,d,620,517.5,19.8
610,20200301,S08000024,"",3,All,d,426,372,14.5
611,20200301,S08000024,"",4,All,d,414,348.5,18.8
612,20200301,S08000024,"",5,All,d,577,453,27.4
613,20200301,S08000025,"",2,All,d,9,5,80
614,20200301,S08000025,"",3,All,d,9,5,80
615,20200301,S08000025,"",4,All,d,23,25,-8
616,20200301,S08000026,"",3,All,d,17,19,-10.5
617,20200301,S08000026,"",4,All,d,17,19,-10.5
618,20200301,S08000028,"",2,All,d,17,14.5,17.2
619,20200301,S08000028,"",3,All,d,53,61.5,-13.8
620,20200301,S08000029,"",1,All,d,228,222.5,2.5
621,20200301,S08000029,"",2,All,d,253,223.5,13.2
622,20200301,S08000029,"",3,All,d,174,162,7.4
623,20200301,S08000029,"",4,All,d,158,140.5,12.5
624,20200301,S08000029,"",5,All,d,124,112,10.7
625,20200301,S08000030,"",1,All,d,286,239.5,19.4
626,20200301,S08000030,"",2,All,d,230,217,6
627,20200301,S08000030,"",3,All,d,274,230.5,18.9
628,20200301,S08000030,"",4,All,d,296,300.5,-1.5
629,20200301,S08000030,"",5,All,d,208,189.5,9.8
630,20200301,S08000031,"",1,All,d,1629,1486,9.6
631,20200301,S08000031,"",2,All,d,804,763,5.4
632,20200301,S08000031,"",3,All,d,593,490.5,20.9
633,20200301,S08000031,"",4,All,d,507,484.5,4.6
634,20200301,S08000031,"",5,All,d,558,519,7.5
635,20200301,S08000032,"",1,All,d,582,563.5,3.3
636,20200301,S08000032,"",2,All,d,449,454,-1.1
637,20200301,S08000032,"",3,All,d,286,275,4
638,20200301,S08000032,"",4,All,d,221,216,2.3
639,20200301,S08000032,"",5,All,d,128,153,-16.3
640,20200301,S92000003,d,1,All,d,3989,3834,4
641,20200301,S92000003,d,2,All,d,3533,3332.5,6
642,20200301,S92000003,d,3,All,d,3013,2855.5,5.5
643,20200301,S92000003,d,4,All,d,2626,2537,3.5
644,20200301,S92000003,d,5,All,d,2247,2077.5,8.2
645,20200301,NA,NA,1,All,d,50,43,16.3
646,20200301,NA,NA,2,All,d,41,41.5,-1.2
647,20200301,NA,NA,3,All,d,46,39.5,16.5
648,20200301,NA,NA,4,All,d,46,33,39.4
649,20200301,NA,NA,5,All,d,29,38,-23.7
650,20200308,S08000015,"",1,All,d,348,436.5,-20.3
651,20200308,S08000015,"",2,All,d,278,298.5,-6.9
652,20200308,S08000015,"",3,All,d,189,198.5,-4.8
653,20200308,S08000015,"",4,All,d,109,140,-22.1
654,20200308,S08000015,"",5,All,d,117,101,15.8
655,20200308,S08000016,"",1,All,d,20,22.5,-11.1
656,20200308,S08000016,"",2,All,d,50,48.5,3.1
657,20200308,S08000016,"",3,All,d,97,107,-9.3
658,20200308,S08000016,"",4,All,d,74,66,12.1
659,20200308,S08000016,"",5,All,d,13,13.5,-3.7
660,20200308,S08000017,"",1,All,d,50,45,11.1
661,20200308,S08000017,"",2,All,d,125,115.5,8.2
662,20200308,S08000017,"",3,All,d,184,164.5,11.9
663,20200308,S08000017,"",4,All,d,59,65,-9.2
664,20200308,S08000017,"",5,All,d,34,33,3
665,20200308,S08000019,"",1,All,d,175,263,-33.5
666,20200308,S08000019,"",2,All,d,202,272.5,-25.9
667,20200308,S08000019,"",3,All,d,176,231,-23.8
668,20200308,S08000019,"",4,All,d,136,182,-25.3
669,20200308,S08000019,"",5,All,d,120,137.5,-12.7
670,20200308,S08000020,"",1,All,d,110,113,-2.7
671,20200308,S08000020,"",2,All,d,259,268.5,-3.5
672,20200308,S08000020,"",3,All,d,283,317,-10.7
673,20200308,S08000020,"",4,All,d,400,376.5,6.2
674,20200308,S08000020,"",5,All,d,316,298,6
675,20200308,S08000022,"",1,All,d,105,123.5,-15
676,20200308,S08000022,"",2,All,d,146,179.5,-18.7
677,20200308,S08000022,"",3,All,d,252,291,-13.4
678,20200308,S08000022,"",4,All,d,235,221.5,6.1
679,20200308,S08000022,"",5,All,d,39,50,-22
680,20200308,S08000024,"",1,All,d,389,345.5,12.6
681,20200308,S08000024,"",2,All,d,592,537.5,10.1
682,20200308,S08000024,"",3,All,d,414,404.5,2.3
683,20200308,S08000024,"",4,All,d,381,344,10.8
684,20200308,S08000024,"",5,All,d,538,490.5,9.7
685,20200308,S08000025,"",2,All,d,5,9.5,-47.4
686,20200308,S08000025,"",3,All,d,8,8,0
687,20200308,S08000025,"",4,All,d,24,20.5,17.1
688,20200308,S08000026,"",2,All,d,7,5,40
689,20200308,S08000026,"",3,All,d,20,12,66.7
690,20200308,S08000026,"",4,All,d,22,25.5,-13.7
691,20200308,S08000028,"",2,All,d,15,15,0
692,20200308,S08000028,"",3,All,d,60,62,-3.2
693,20200308,S08000029,"",1,All,d,276,280,-1.4
694,20200308,S08000029,"",2,All,d,235,234.5,0.2
695,20200308,S08000029,"",3,All,d,192,183.5,4.6
696,20200308,S08000029,"",4,All,d,134,147,-8.8
697,20200308,S08000029,"",5,All,d,108,126.5,-14.6
698,20200308,S08000030,"",1,All,d,262,281,-6.8
699,20200308,S08000030,"",2,All,d,273,257.5,6
700,20200308,S08000030,"",3,All,d,220,257.5,-14.6
701,20200308,S08000030,"",4,All,d,317,314,1
702,20200308,S08000030,"",5,All,d,214,210,1.9
703,20200308,S08000031,"",1,All,d,1677,1663,0.8
704,20200308,S08000031,"",2,All,d,820,817,0.4
705,20200308,S08000031,"",3,All,d,605,578,4.7
706,20200308,S08000031,"",4,All,d,502,513.5,-2.2
707,20200308,S08000031,"",5,All,d,552,621.5,-11.2
708,20200308,S08000032,"",1,All,d,588,623.5,-5.7
709,20200308,S08000032,"",2,All,d,480,490,-2
710,20200308,S08000032,"",3,All,d,313,325,-3.7
711,20200308,S08000032,"",4,All,d,227,243,-6.6
712,20200308,S08000032,"",5,All,d,143,168.5,-15.1
713,20200308,S92000003,d,1,All,d,4038,4250.5,-5
714,20200308,S92000003,d,2,All,d,3535,3595,-1.7
715,20200308,S92000003,d,3,All,d,3050,3196.5,-4.6
716,20200308,S92000003,d,4,All,d,2677,2697,-0.7
717,20200308,S92000003,d,5,All,d,2226,2293,-2.9
718,20200308,NA,NA,1,All,d,37,52.5,-29.5
719,20200308,NA,NA,2,All,d,48,46,4.3
720,20200308,NA,NA,3,All,d,37,57,-35.1
721,20200308,NA,NA,4,All,d,57,38,50
722,20200308,NA,NA,5,All,d,31,42.5,-27.1
723,20200315,S08000015,"",1,All,d,376,426,-11.7
724,20200315,S08000015,"",2,All,d,244,293,-16.7
725,20200315,S08000015,"",3,All,d,154,196,-21.4
726,20200315,S08000015,"",4,All,d,115,146,-21.2
727,20200315,S08000015,"",5,All,d,89,113.5,-21.6
728,20200315,S08000016,"",1,All,d,15,23,-34.8
729,20200315,S08000016,"",2,All,d,43,53,-18.9
730,20200315,S08000016,"",3,All,d,77,98.5,-21.8
731,20200315,S08000016,"",4,All,d,59,62.5,-5.6
732,20200315,S08000016,"",5,All,d,17,20.5,-17.1
733,20200315,S08000017,"",1,All,d,47,48,-2.1
734,20200315,S08000017,"",2,All,d,109,141,-22.7
735,20200315,S08000017,"",3,All,d,167,170,-1.8
736,20200315,S08000017,"",4,All,d,58,64,-9.4
737,20200315,S08000017,"",5,All,d,36,31.5,14.3
738,20200315,S08000019,"",1,All,d,161,235,-31.5
739,20200315,S08000019,"",2,All,d,200,247,-19
740,20200315,S08000019,"",3,All,d,152,223,-31.8
741,20200315,S08000019,"",4,All,d,123,149,-17.4
742,20200315,S08000019,"",5,All,d,87,129.5,-32.8
743,20200315,S08000020,"",1,All,d,106,107.5,-1.4
744,20200315,S08000020,"",2,All,d,212,266.5,-20.5
745,20200315,S08000020,"",3,All,d,281,293,-4.1
746,20200315,S08000020,"",4,All,d,353,355,-0.6
747,20200315,S08000020,"",5,All,d,296,287.5,3
748,20200315,S08000022,"",1,All,d,74,99.5,-25.6
749,20200315,S08000022,"",2,All,d,151,180.5,-16.3
750,20200315,S08000022,"",3,All,d,259,316.5,-18.2
751,20200315,S08000022,"",4,All,d,173,212.5,-18.6
752,20200315,S08000022,"",5,All,d,32,65,-50.8
753,20200315,S08000024,"",1,All,d,396,343,15.5
754,20200315,S08000024,"",2,All,d,529,564.5,-6.3
755,20200315,S08000024,"",3,All,d,389,415.5,-6.4
756,20200315,S08000024,"",4,All,d,344,359,-4.2
757,20200315,S08000024,"",5,All,d,493,453,8.8
758,20200315,S08000025,"",4,All,d,22,26.5,-17
759,20200315,S08000026,"",2,All,d,5,4,25
760,20200315,S08000026,"",3,All,d,20,20,0
761,20200315,S08000026,"",4,All,d,16,19.5,-17.9
762,20200315,S08000028,"",2,All,d,10,10.5,-4.8
763,20200315,S08000028,"",3,All,d,49,60,-18.3
764,20200315,S08000029,"",1,All,d,211,259,-18.5
765,20200315,S08000029,"",2,All,d,241,232.5,3.7
766,20200315,S08000029,"",3,All,d,149,185,-19.5
767,20200315,S08000029,"",4,All,d,131,149.5,-12.4
768,20200315,S08000029,"",5,All,d,96,115,-16.5
769,20200315,S08000030,"",1,All,d,264,258,2.3
770,20200315,S08000030,"",2,All,d,231,244.5,-5.5
771,20200315,S08000030,"",3,All,d,244,259,-5.8
772,20200315,S08000030,"",4,All,d,264,306.5,-13.9
773,20200315,S08000030,"",5,All,d,210,202.5,3.7
774,20200315,S08000031,"",1,All,d,1525,1617,-5.7
775,20200315,S08000031,"",2,All,d,772,821,-6
776,20200315,S08000031,"",3,All,d,506,586.5,-13.7
777,20200315,S08000031,"",4,All,d,494,501,-1.4
778,20200315,S08000031,"",5,All,d,549,591.5,-7.2
779,20200315,S08000032,"",1,All,d,577,596,-3.2
780,20200315,S08000032,"",2,All,d,416,501,-17
781,20200315,S08000032,"",3,All,d,255,311.5,-18.1
782,20200315,S08000032,"",4,All,d,211,227,-7
783,20200315,S08000032,"",5,All,d,125,166.5,-24.9
784,20200315,S92000003,d,1,All,d,3803,4072,-6.6
785,20200315,S92000003,d,2,All,d,3223,3604,-10.6
786,20200315,S92000003,d,3,All,d,2750,3189.5,-13.8
787,20200315,S92000003,d,4,All,d,2398,2623,-8.6
788,20200315,S92000003,d,5,All,d,2065,2206.5,-6.4
789,20200315,NA,NA,1,All,d,50,60,-16.7
790,20200315,NA,NA,2,All,d,56,34,64.7
791,20200315,NA,NA,3,All,d,44,49,-10.2
792,20200315,NA,NA,4,All,d,35,45,-22.2
793,20200315,NA,NA,5,All,d,35,30,16.7
794,20200322,S08000015,"",1,All,d,266,406.5,-34.6
795,20200322,S08000015,"",2,All,d,169,281.5,-40
796,20200322,S08000015,"",3,All,d,108,197.5,-45.3
797,20200322,S08000015,"",4,All,d,89,140.5,-36.7
798,20200322,S08000015,"",5,All,d,68,114,-40.4
799,20200322,S08000016,"",1,All,d,14,20.5,-31.7
800,20200322,S08000016,"",2,All,d,23,53.5,-57
801,20200322,S08000016,"",3,All,d,82,107.5,-23.7
802,20200322,S08000016,"",4,All,d,62,66,-6.1
803,20200322,S08000016,"",5,All,d,12,20.5,-41.5
804,20200322,S08000017,"",1,All,d,32,43.5,-26.4
805,20200322,S08000017,"",2,All,d,76,123,-38.2
806,20200322,S08000017,"",3,All,d,102,156.5,-34.8
807,20200322,S08000017,"",4,All,d,50,58.5,-14.5
808,20200322,S08000017,"",5,All,d,15,34,-55.9
809,20200322,S08000019,"",1,All,d,125,241,-48.1
810,20200322,S08000019,"",2,All,d,128,263,-51.3
811,20200322,S08000019,"",3,All,d,116,230,-49.6
812,20200322,S08000019,"",4,All,d,84,190.5,-55.9
813,20200322,S08000019,"",5,All,d,98,151.5,-35.3
814,20200322,S08000020,"",1,All,d,72,110,-34.5
815,20200322,S08000020,"",2,All,d,173,273,-36.6
816,20200322,S08000020,"",3,All,d,211,287,-26.5
817,20200322,S08000020,"",4,All,d,290,372.5,-22.1
818,20200322,S08000020,"",5,All,d,221,298,-25.8
819,20200322,S08000022,"",1,All,d,57,101.5,-43.8
820,20200322,S08000022,"",2,All,d,95,161.5,-41.2
821,20200322,S08000022,"",3,All,d,158,269.5,-41.4
822,20200322,S08000022,"",4,All,d,120,190,-36.8
823,20200322,S08000022,"",5,All,d,24,46.5,-48.4
824,20200322,S08000024,"",1,All,d,261,349.5,-25.3
825,20200322,S08000024,"",2,All,d,423,564,-25
826,20200322,S08000024,"",3,All,d,314,419.5,-25.1
827,20200322,S08000024,"",4,All,d,268,359,-25.3
828,20200322,S08000024,"",5,All,d,380,477.5,-20.4
829,20200322,S08000025,"",3,All,d,12,11,9.1
830,20200322,S08000025,"",4,All,d,9,24.5,-63.3
831,20200322,S08000026,"",3,All,d,11,15,-26.7
832,20200322,S08000026,"",4,All,d,17,19.5,-12.8
833,20200322,S08000028,"",2,All,d,10,14.5,-31
834,20200322,S08000028,"",3,All,d,29,61,-52.5
835,20200322,S08000029,"",1,All,d,167,268,-37.7
836,20200322,S08000029,"",2,All,d,166,231,-28.1
837,20200322,S08000029,"",3,All,d,121,177.5,-31.8
838,20200322,S08000029,"",4,All,d,93,146.5,-36.5
839,20200322,S08000029,"",5,All,d,64,141.5,-54.8
840,20200322,S08000030,"",1,All,d,200,267,-25.1
841,20200322,S08000030,"",2,All,d,187,241.5,-22.6
842,20200322,S08000030,"",3,All,d,179,240,-25.4
843,20200322,S08000030,"",4,All,d,235,283.5,-17.1
844,20200322,S08000030,"",5,All,d,131,188,-30.3
845,20200322,S08000031,"",1,All,d,1105,1650,-33
846,20200322,S08000031,"",2,All,d,544,801.5,-32.1
847,20200322,S08000031,"",3,All,d,387,587,-34.1
848,20200322,S08000031,"",4,All,d,362,519,-30.3
849,20200322,S08000031,"",5,All,d,414,541.5,-23.5
850,20200322,S08000032,"",1,All,d,352,603,-41.6
851,20200322,S08000032,"",2,All,d,314,479.5,-34.5
852,20200322,S08000032,"",3,All,d,193,316.5,-39
853,20200322,S08000032,"",4,All,d,143,208.5,-31.4
854,20200322,S08000032,"",5,All,d,81,176.5,-54.1
855,20200322,S92000003,d,1,All,d,2696,4124,-34.6
856,20200322,S92000003,d,2,All,d,2346,3547.5,-33.9
857,20200322,S92000003,d,3,All,d,2049,3129,-34.5
858,20200322,S92000003,d,4,All,d,1852,2615.5,-29.2
859,20200322,S92000003,d,5,All,d,1532,2231.5,-31.3
860,20200322,NA,NA,1,All,d,45,62.5,-28
861,20200322,NA,NA,2,All,d,30,51,-41.2
862,20200322,NA,NA,3,All,d,26,53.5,-51.4
863,20200322,NA,NA,4,All,d,30,37,-18.9
864,20200322,NA,NA,5,All,d,24,41,-41.5
865,20200329,S08000015,"",1,All,d,204,444,-54.1
866,20200329,S08000015,"",2,All,d,112,285.5,-60.8
867,20200329,S08000015,"",3,All,d,95,188.5,-49.6
868,20200329,S08000015,"",4,All,d,80,145.5,-45
869,20200329,S08000015,"",5,All,d,62,102,-39.2
870,20200329,S08000016,"",1,All,d,10,23,-56.5
871,20200329,S08000016,"",2,All,d,24,64.5,-62.8
872,20200329,S08000016,"",3,All,d,67,103.5,-35.3
873,20200329,S08000016,"",4,All,d,40,56.5,-29.2
874,20200329,S08000016,"",5,All,d,14,9,55.6
875,20200329,S08000017,"",1,All,d,29,50,-42
876,20200329,S08000017,"",2,All,d,60,119,-49.6
877,20200329,S08000017,"",3,All,d,117,169,-30.8
878,20200329,S08000017,"",4,All,d,40,57,-29.8
879,20200329,S08000017,"",5,All,d,15,30,-50
880,20200329,S08000019,"",1,All,d,105,223.5,-53
881,20200329,S08000019,"",2,All,d,123,252,-51.2
882,20200329,S08000019,"",3,All,d,109,224.5,-51.4
883,20200329,S08000019,"",4,All,d,82,150.5,-45.5
884,20200329,S08000019,"",5,All,d,77,145,-46.9
885,20200329,S08000020,"",1,All,d,88,104,-15.4
886,20200329,S08000020,"",2,All,d,159,262,-39.3
887,20200329,S08000020,"",3,All,d,217,303,-28.4
888,20200329,S08000020,"",4,All,d,240,377,-36.3
889,20200329,S08000020,"",5,All,d,199,311,-36
890,20200329,S08000022,"",1,All,d,60,93,-35.5
891,20200329,S08000022,"",2,All,d,88,164,-46.3
892,20200329,S08000022,"",3,All,d,153,268.5,-43
893,20200329,S08000022,"",4,All,d,101,196,-48.5
894,20200329,S08000022,"",5,All,d,18,50.5,-64.4
895,20200329,S08000024,"",1,All,d,244,367,-33.5
896,20200329,S08000024,"",2,All,d,353,551.5,-36
897,20200329,S08000024,"",3,All,d,242,379.5,-36.2
898,20200329,S08000024,"",4,All,d,216,343.5,-37.1
899,20200329,S08000024,"",5,All,d,302,469,-35.6
900,20200329,S08000025,"",4,All,d,16,16.5,-3
901,20200329,S08000026,"",3,All,d,9,15,-40
902,20200329,S08000026,"",4,All,d,9,26.5,-66
903,20200329,S08000028,"",2,All,d,8,11.5,-30.4
904,20200329,S08000028,"",3,All,d,42,59.5,-29.4
905,20200329,S08000029,"",1,All,d,127,265.5,-52.2
906,20200329,S08000029,"",2,All,d,136,220.5,-38.3
907,20200329,S08000029,"",3,All,d,83,159,-47.8
908,20200329,S08000029,"",4,All,d,67,156.5,-57.2
909,20200329,S08000029,"",5,All,d,71,119,-40.3
910,20200329,S08000030,"",1,All,d,170,248,-31.5
911,20200329,S08000030,"",2,All,d,152,256,-40.6
912,20200329,S08000030,"",3,All,d,129,229,-43.7
913,20200329,S08000030,"",4,All,d,188,287.5,-34.6
914,20200329,S08000030,"",5,All,d,130,218,-40.4
915,20200329,S08000031,"",1,All,d,849,1593.5,-46.7
916,20200329,S08000031,"",2,All,d,396,822,-51.8
917,20200329,S08000031,"",3,All,d,319,559,-42.9
918,20200329,S08000031,"",4,All,d,281,466,-39.7
919,20200329,S08000031,"",5,All,d,288,517.5,-44.3
920,20200329,S08000032,"",1,All,d,339,592.5,-42.8
921,20200329,S08000032,"",2,All,d,268,483,-44.5
922,20200329,S08000032,"",3,All,d,147,272,-46
923,20200329,S08000032,"",4,All,d,125,230.5,-45.8
924,20200329,S08000032,"",5,All,d,73,166,-56
925,20200329,S92000003,d,1,All,d,2250,4056,-44.5
926,20200329,S92000003,d,2,All,d,1904,3546.5,-46.3
927,20200329,S92000003,d,3,All,d,1756,2975.5,-41
928,20200329,S92000003,d,4,All,d,1492,2549.5,-41.5
929,20200329,S92000003,d,5,All,d,1272,2175.5,-41.5
930,20200329,NA,NA,1,All,d,25,51.5,-51.5
931,20200329,NA,NA,2,All,d,20,43.5,-54
932,20200329,NA,NA,3,All,d,24,38,-36.8
933,20200329,NA,NA,4,All,d,7,40,-82.5
934,20200329,NA,NA,5,All,d,23,38.5,-40.3
935,20200405,S08000015,"",1,All,d,204,389.5,-47.6
936,20200405,S08000015,"",2,All,d,132,274,-51.8
937,20200405,S08000015,"",3,All,d,100,203,-50.7
938,20200405,S08000015,"",4,All,d,69,133,-48.1
939,20200405,S08000015,"",5,All,d,65,115.5,-43.7
940,20200405,S08000016,"",1,All,d,10,18.5,-45.9
941,20200405,S08000016,"",2,All,d,24,50,-52
942,20200405,S08000016,"",3,All,d,60,107.5,-44.2
943,20200405,S08000016,"",4,All,d,37,71,-47.9
944,20200405,S08000016,"",5,All,d,11,18.5,-40.5
945,20200405,S08000017,"",1,All,d,29,54.5,-46.8
946,20200405,S08000017,"",2,All,d,56,128.5,-56.4
947,20200405,S08000017,"",3,All,d,96,162.5,-40.9
948,20200405,S08000017,"",4,All,d,29,61,-52.5
949,20200405,S08000017,"",5,All,d,21,32,-34.4
950,20200405,S08000019,"",1,All,d,96,226,-57.5
951,20200405,S08000019,"",2,All,d,124,246.5,-49.7
952,20200405,S08000019,"",3,All,d,115,214,-46.3
953,20200405,S08000019,"",4,All,d,68,177.5,-61.7
954,20200405,S08000019,"",5,All,d,67,141.5,-52.7
955,20200405,S08000020,"",1,All,d,66,101,-34.7
956,20200405,S08000020,"",2,All,d,162,260,-37.7
957,20200405,S08000020,"",3,All,d,213,302,-29.5
958,20200405,S08000020,"",4,All,d,214,359.5,-40.5
959,20200405,S08000020,"",5,All,d,170,279,-39.1
960,20200405,S08000022,"",1,All,d,52,99,-47.5
